20250102 103400;23870.75;23872.6;23866.2;23869.55;2000
20250102 103500;23869.65;23873.8;23867.35;23873.8;2000
20250102 103600;23872.95;23898.55;23872.95;23875.75;2000
20250102 103700;23877;23877;23855.95;23859.4;2000
20250102 103800;23858.4;23865.7;23856.85;23861.9;2000
20250102 103900;23861.75;23877.9;23859.6;23870.95;2000
20250102 104000;23871.05;23878.3;23870.6;23875.95;2000
20250102 104100;23877.3;23885.3;23877.3;23884.4;2000
20250102 104200;23884.75;23887.6;23880.35;23882.4;2000
20250102 104300;23882.9;23883.1;23877.65;23880.2;2000
20250102 104400;23880.95;23887.55;23878.75;23884.2;2000
20250102 104500;23883.45;23886.35;23880.95;23881;2000
20250102 104600;23880.3;23890.5;23878.05;23880.15;2000
20250102 104700;23882.35;23893.9;23881.45;23889.55;2000
20250102 104800;23888.7;23900.15;23888.7;23897.45;2000
20250102 104900;23898.95;23924.6;23896.05;23913.9;2000
